gc_orgID,name,harmonized_name
2262,library archives bibliotheque archives,Library and Archives Canada
3429,library parliament,Library of Parliament
2269,licc,"Housing, Infrastructure and Communities Canada"
2273,lob,Office of the Commissioner of Lobbying of Canada
2273,lobbycanada.gc.ca,Office of the Commissioner of Lobbying of Canada
2269,logement infrastructures collectivites,"Housing, Infrastructure and Communities Canada"
2269,logement infrastructures collectivites housing infrastructure communities,"Housing, Infrastructure and Communities Canada"
3415,lower churchill development corporation limited,Lower Churchill Development Corporation Limited
3429,lp-bp,Library of Parliament
3578,management advisory board for rcmp,Management Advisory Board for the RCMP
3658,marine atlantic,Marine Atlantic Inc.
3658,marine atlantique s.c.c.,Marine Atlantic Inc.
3589,marine royale canadienne,Royal Canadian Navy
3474,maritime forestry complex corporation,Maritime Forestry Complex Corporation
2233,mdn,National Defence
3542,measurement,Measurement Canada
3475,mental health commission mhcc,Mental Health Commission of Canada (MHCC)
3674,merchant seamen compensation board,Merchant Seamen Compensation Board
3542,mesures,Measurement Canada
2263,mgerc,Military Grievances External Review Committee
2263,mgerc-ceegm,Military Grievances External Review Committee
2263,mgerc-ceegm.gc.ca,Military Grievances External Review Committee
3476,milit-air,Milit-Air Inc.
2263,military grievances external review committee,Military Grievances External Review Committee
2263,military grievances external review committee comite externe examen griefs militaires,Military Grievances External Review Committee
2264,military police complaints commission,Military Police Complaints Commission of Canada
2264,military police complaints commission commission examen plaintes concernant police militaire,Military Police Complaints Commission of Canada
2225,ministere finances,Department of Finance Canada
2225,ministere finances department finance,Department of Finance Canada
2232,ministere justice,Department of Justice Canada
2232,ministere justice department justice,Department of Justice Canada
3637,mint.ca,Royal Canadian Mint
3706,miscarriage justice review commission,Miscarriage of Justice Review Commission
3637,monnaie royale canadienne,Royal Canadian Mint
3637,monnaie royale canadienne royal canadian mint,Royal Canadian Mint
3477,montreal port authority,Montréal Port Authority
2238,mot,Transport Canada
3477,mpa-apm,Montréal Port Authority
2264,mpcc,Military Police Complaints Commission of Canada
2264,mpcc-cppm,Military Police Complaints Commission of Canada
2264,mpcc-cppm.gc.ca,Military Police Complaints Commission of Canada
2226,mpo,Fisheries and Oceans Canada
2226,mpo-dfo.gc.ca,Fisheries and Oceans Canada
3411,multilateral investment guarantee agency,Multilateral Investment Guarantee Agency
3553,musee agriculture alimentation,Canada Agriculture and Food Museum
3554,musee aviation espace,Canada Aviation and Space Museum
3552,musee banque,Bank of Canada Museum
3626,musee beaux-arts,National Gallery of Canada
3620,musee canadien droits personne,Canadian Museum for Human Rights
3561,musee canadien guerre,Canadian War Museum
3621,musee canadien histoire,Canadian Museum of History
3621,musee canadien histoire canadian museum history,Canadian Museum of History
3622,musee canadien immigration quai 21,Canadian Museum of Immigration at Pier 21
3622,musee canadien immigration quai 21 canadian museum immigration at pier 21,Canadian Museum of Immigration at Pier 21
3623,musee canadien nature,Canadian Museum of Nature
3623,musee canadien nature canadian museum nature,Canadian Museum of Nature
3602,musee canadien photographie contemporaine,Canadian Museum of Contemporary Photography
3620,musee canadien pour droits personne,Canadian Museum for Human Rights
3620,musee canadien pour droits personne canadian museum for human rights,Canadian Museum for Human Rights
3627,musee national sciences technologie,National Museum of Science and Technology
3596,musee virtuel,Virtual Museum of Canada
2319,nac,Accessibility Standards Canada
2319,nac-asc.gc.ca,Accessibility Standards Canada
3478,nanaimo port authority,Nanaimo Port Authority
2303,nar,Canada Revenue Agency
3608,national advisory council on aging,National Advisory Council on Aging
3609,national advisory council on poverty,National Advisory Council on Poverty
3625,national arts centre,National Arts Centre Corporation
3625,national arts centre corporation,National Arts Centre Corporation
2311,national battlefields commission,The National Battlefields Commission
2311,national battlefields commission commission champs bataille nationaux,The National Battlefields Commission
3653,national capital commission,National Capital Commission
2233,national defence,National Defence
2233,national defence defense nationale,National Defence
2233,national defence defense nationale forces armees canadiennes,National Defence
2233,national defense,National Defence
2312,national energy board,Canada Energy Regulator
2312,national energy board office national energie,Canada Energy Regulator
2266,national film board,National Film Board
2266,national film board office national film,National Film Board
3626,national gallery,National Gallery of Canada
3627,national museum science technology,National Museum of Science and Technology
2267,national parole board commission liberations conditionnelles,Parole Board of Canada
2313,national research council,National Research Council Canada
2313,national research council conseil national recherches,National Research Council Canada
3675,national round table on environment economy,National Round Table on the Environment and the Economy
3579,national security intelligence committee parliamentarians,National Security and Intelligence Review Agency
3579,national security intelligence review agency,National Security and Intelligence Review Agency
3579,national security intelligence review agency office surveillance activites en matiere securite nationale renseignement,National Security and Intelligence Review Agency
2291,national security intelligence review agency secretariat,National Security and Intelligence Review Agency Secretariat
3580,national seniors council,National Seniors Council
2234,natural resources,Natural Resources Canada
2234,natural resources ressources naturelles,Natural Resources Canada
2314,natural sciences engineering research,Natural Sciences and Engineering Research Council of Canada
2314,natural sciences engineering research council,Natural Sciences and Engineering Research Council of Canada
2314,natural sciences engineering research council conseil recherches en sciences naturelles en genie,Natural Sciences and Engineering Research Council of Canada
3479,nature trust british columbia,"Nature Trust of British Columbia, The"
3623,nature.ca,Canadian Museum of Nature
3480,nav,NAV CANADA
2311,nbc,The National Battlefields Commission
2311,nbc-ccbn,The National Battlefields Commission
2311,nbc-ccbn.gc.ca,The National Battlefields Commission
2232,ncc ombudsman,Department of Justice Canada
3583,ndcfo-odnfc,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces
2249,ned,Canadian Northern Economic Development Agency
2266,nfb,National Film Board
2266,nfb-onf,National Film Board
2266,nfb.ca,National Film Board
2228,nhw,Health Canada
3478,nnpa-apn,Nanaimo Port Authority
2299,nor,Federal Economic Development Agency for Northern Ontario
2319,normes accessibilite,Accessibility Standards Canada
2319,normes accessibilite accessibility standards,Accessibility Standards Canada
3416,north portage development corporation exploitee sous nom forks north portage partnership,North Portage Development Corporation (operating as The Forks North Portage Partnership)
3416,north portage development corporation operating as forks north portage partnership,North Portage Development Corporation (operating as The Forks North Portage Partnership)
2268,northern pipeline agency,Northern Pipeline Agency Canada
2268,npa,Northern Pipeline Agency Canada
2268,npa-apn,Northern Pipeline Agency Canada
2267,npb,Parole Board of Canada
3579,nra,National Security and Intelligence Review Agency
2313,nrc,National Research Council Canada
2313,nrc-cnrc,National Research Council Canada
2313,nrc-cnrc.gc.ca,National Research Council Canada
2313,nrc.gc.ca,National Research Council Canada
2234,nrcan,Natural Resources Canada
2234,nrcan-rncan,Natural Resources Canada
2234,nrcan-rncan.gc.ca,Natural Resources Canada
2234,nrcan.gc.ca,Natural Resources Canada
2234,nrn.nrcan.gc.ca,Natural Resources Canada
2314,nse,Natural Sciences and Engineering Research Council of Canada
2314,nserc,Natural Sciences and Engineering Research Council of Canada
2314,nserc-crsng,Natural Sciences and Engineering Research Council of Canada
2314,nserc-crsng.gc.ca,Natural Sciences and Engineering Research Council of Canada
3579,nsi,National Security and Intelligence Review Agency
2295,nsicop-cpsnr.gc.ca,Secretariat of the National Security and Intelligence Committee of Parliamentarians
3579,nsira-ossnr,National Security and Intelligence Review Agency
3579,nsira-ossnr.gc.ca,National Security and Intelligence Review Agency
2270,oag,Office of the Auditor General of Canada
2270,oag-bvg,Office of the Auditor General of Canada
2270,oag-bvg.gc.ca,Office of the Auditor General of Canada
2305,occ,Canadian Centre for Occupational Health and Safety
3420,occe-bcef,Commissioner of Canada Election
3581,occupational health safety tribunal,Occupational Health and Safety Tribunal Canada
2276,oci,The Correctional Investigator Canada
2276,oci-bec,The Correctional Investigator Canada
2276,oci-bec.gc.ca,The Correctional Investigator Canada
2273,ocl,Office of the Commissioner of Lobbying of Canada
2273,ocl-cal,Office of the Commissioner of Lobbying of Canada
2274,ocol,Office of the Commissioner of Official Languages
2274,ocol-clo,Office of the Commissioner of Official Languages
2274,ocol-clo.gc.ca,Office of the Commissioner of Official Languages
3611,ocsa-bcsc,Office of the Chief Science Advisor of Canada
2231,ocsa-bcsc.gc.ca,"Innovation, Science and Economic Development Canada"
2275,ocsec-bccst,Office of the Intelligence Commissioner
3448,office canada-terre-neuve-et-labrador hydrocarbures extracotiers,Canada-Newfoundland and Labrador Offshore Petroleum Board
3638,office commercialisation poisson eau douce,Freshwater Fish Marketing Corporation
3666,office financement assurance-emploi,Canada Employment Insurance Financing Board
2269,office infrastructure,"Housing, Infrastructure and Communities Canada"
3636,office investissement regime pensions,Canada Pension Plan Investment Board
3663,office investissement regimes pensions secteur public,Public Sector Pension Investment Board
2266,office national film,National Film Board
3537,office propriete intellectuelle,Canadian Intellectual Property Office
3537,office propriete intellectuelle canadian intellectual property office,Canadian Intellectual Property Office
3424,office repartition approvisionnements energie,Energy Supplies Allocation Board
3579,office surveillance activites en matiere securite nationale renseignement,National Security and Intelligence Review Agency
3579,office surveillance activites en matiere securite nationale renseignement national security intelligence review agency,National Security and Intelligence Review Agency
3546,office technologies industrielles,Industrial Technologies Office
2252,office transports,Canadian Transportation Agency
2252,office transports canadian transportation agency,Canadian Transportation Agency
2281,oic,Office of the Information Commissioner of Canada
2281,oic-ci,Office of the Information Commissioner of Canada
2275,oic-ci.gc.ca,Office of the Intelligence Commissioner
2275,olc,Office of the Intelligence Commissioner
3689,old port montreal,Old Port of Montreal Corporation Inc.
3689,old port montreal corporation,Old Port of Montreal Corporation Inc.
3583,ombdndcaf,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces
3583,ombdndcaf part dnd,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces
3583,ombudsman for department national defence canadian armed forces,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces
3583,ombudsman for department national defence canadian forces,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces
2266,onf,National Film Board
3481,opa-apd,Oshawa Port Authority
2282,opc,Office of the Privacy Commissioner of Canada
2282,opc-cpvp,Office of the Privacy Commissioner of Canada
3426,operations enquetes statistiques,Statistics Survey Operations
3585,opo-boa.gc.ca,Office of the Procurement Ombudsman
2310,org231,Law Commission of Canada
2280,osfi,Office of the Superintendent of Financial Institutions Canada
2280,osfi-bsif,Office of the Superintendent of Financial Institutions Canada
2280,osfi-bsif.gc.ca,Office of the Superintendent of Financial Institutions Canada
2278,osgg,Office of the Secretary to the Governor General
2278,osgg-bsgg,Office of the Secretary to the Governor General
3481,oshawa port authority,Oshawa Port Authority
3579,ossnr-nsira.gc.ca,National Security and Intelligence Review Agency
2252,otc,Canadian Transportation Agency
2252,otc-cta.gc.ca,Canadian Transportation Agency
3594,oto-boc,Office of the Taxpayers' Ombudsperson
3594,oto-boc.gc.ca,Office of the Taxpayers' Ombudsperson
3482,ottawa international airport authority,Ottawa International Airport Authority
3483,ouranos consortium,Ouranos Consortium
3595,ovo-bov,Office of the Veterans' Ombudsman
2298,pacific can,Pacific Economic Development Canada
2298,pacific economic development,Pacific Economic Development Canada
2298,pacific economic development developpement economique pour pacifique,Pacific Economic Development Canada
2298,pacific economic development pacifican,Pacific Economic Development Canada
3659,pacific pilotage authority,Pacific Pilotage Authority
3659,pacific pilotage authority administration pilotage pacifique,Pacific Pilotage Authority
2298,pacifican,Pacific Economic Development Canada
2298,pacifican.gc.ca,Pacific Economic Development Canada
3486,papa-appa,Port Alberni Port Authority
3690,parc downsview park,Parc Downsview Park Inc.
2315,parcs,Parks Canada
2315,parcs parks,Parks Canada
2315,parks,Parks Canada
2315,parks agency,Parks Canada
2315,parks parcs,Parks Canada
3584,parl.gc.ca,Parliament of Canada
3584,parlement,Parliament of Canada
3584,parlement parliament,Parliament of Canada
3584,parliament,Parliament of Canada
3584,parliament parlement,Parliament of Canada
3433,parliamentary budget officer,Office of the Parliamentary Budget Officer
3434,parliamentary protective service,Parliamentary Protective Service
3434,parliamentary protective service service protection parlementaire,Parliamentary Protective Service
2267,parole board,Parole Board of Canada
2267,parole board commission liberations conditionnelles,Parole Board of Canada
3455,partenariat canadien contre cancer pcc,Canadian Partnership Against Cancer Corporation (CPAC)
3547,passeport,Passport Canada
3547,passport,Passport Canada
2283,patented medicine prices review board,Patented Medicine Prices Review Board Canada
2283,patented medicine prices review board conseil examen prix medicaments brevetes,Patented Medicine Prices Review Board Canada
2223,patrimoine canadien,Canadian Heritage
2223,patrimoine canadien canadian heritage,Canadian Heritage
2235,pay,Public Safety Canada
3548,payroll system general ledger,Payroll System General Ledger
3439,pb,Belledune Port Authority
2267,pbc,Parole Board of Canada
2267,pbc-clcc,Parole Board of Canada
2267,pbc-clcc.gc.ca,Parole Board of Canada
2315,pc.gc.ca,Parks Canada
2315,pca,Parks Canada
2223,pch,Canadian Heritage
2223,pch.gc.ca,Canadian Heritage
2284,pco,Privy Council Office
2284,pco-bcp,Privy Council Office
2284,pco-bcp.gc.ca,Privy Council Office
2226,peches oceans,Fisheries and Oceans Canada
2226,peches oceans fisheries oceans,Fisheries and Oceans Canada
2255,pen,Correctional Service Canada
3691,pension appeals board,Pension Appeals Board
3549,pension retraite fonction publique,Public Service Superannuation
3425,personnel fonds non publics forces canadiennes,"Staff of the Non-Public Funds, Canadian Forces"
3484,petf-fpet,"Pierre Elliott Trudeau Foundation, The"
3541,petrole gaz indiens,Indian Oil and Gas Canada
2285,phac,Public Health Agency of Canada
2285,phac-aspc,Public Health Agency of Canada
2285,phac-aspc.gc.ca,Public Health Agency of Canada
3543,physical resources bureau,Physical Resources Bureau
3622,pier21.ca,Canadian Museum of Immigration at Pier 21
3484,pierre eliott trudeau foundation,"Pierre Elliott Trudeau Foundation, The"
3484,pierre elliott trudeau foundation,"Pierre Elliott Trudeau Foundation, The"
3421,placements epargne,Canada Investment and Savings
2283,pmprb,Patented Medicine Prices Review Board Canada
2283,pmprb-cepmb,Patented Medicine Prices Review Board Canada
2283,pmprb-cepmb.gc.ca,Patented Medicine Prices Review Board Canada
2318,pol,Polar Knowledge Canada
2318,polaire,Polar Knowledge Canada
2318,polaire-polar.gc.ca,Polar Knowledge Canada
2318,polar,Polar Knowledge Canada
2318,polar knowledge,Polar Knowledge Canada
2318,polar knowledge savoir polaire,Polar Knowledge Canada
2318,polar-polaire,Polar Knowledge Canada
2318,polar-polaire.gc.ca,Polar Knowledge Canada
3612,policy horizons,Policy Horizons Canada
3485,porcupine caribou management board,Porcupine Caribou Management Board
3486,port alberni port authority,Port Alberni Port Authority
3659,ppa.gc.ca,Pacific Pilotage Authority
2277,ppd,Public Prosecution Service of Canada
3645,ppp,PPP Canada Inc.
3434,pps,Parliamentary Protective Service
2277,ppsc,Public Prosecution Service of Canada
2277,ppsc-sppc,Public Prosecution Service of Canada
2277,ppsc-sppc.gc.ca,Public Prosecution Service of Canada
3547,pptc,Passport Canada
3419,prairie farm rehabilitation administration,Prairie Farm Rehabilitation Administration
2240,prairies can,Prairies Economic Development Canada
2240,prairies economic development,Prairies Economic Development Canada
2240,prairies economic development developpement economique pour prairies,Prairies Economic Development Canada
2240,prairies economic development prairiescan,Prairies Economic Development Canada
2240,prairiescan,Prairies Economic Development Canada
2240,prairiescan pacifican,Prairies Economic Development Canada
2240,prairiescan.gc.ca,Prairies Economic Development Canada
3586,premier ministre,Prime Minister of Canada
3586,prime minister,Prime Minister of Canada
3701,prince george 2015 winter games host society,Prince George 2015 Canada Winter Games Host Society
3488,prince george airport authority,Prince George Airport Authority Inc.
3489,prince rupert port authority,Prince Rupert Port Authority
3528,prionet,PrioNet Canada
2282,privacy commissioner,Office of the Privacy Commissioner of Canada
2284,privy council office,Privy Council Office
2284,privy council office conseil prive,Privy Council Office
3502,prix humanitaire terry fox,Terry Fox Humanitarian Award Inc.
3585,procurement ombud,Office of the Procurement Ombudsman
3585,procurement ombudsman,Office of the Procurement Ombudsman
3585,procurement ombudsman bureau ombudsman approvisionnement,Office of the Procurement Ombudsman
3489,prpa-appr,Prince Rupert Port Authority
2235,ps,Public Safety Canada
2235,ps-sp,Public Safety Canada
2235,ps-sp.gc.ca,Public Safety Canada
2286,psc,Public Service Commission of Canada
2286,psc-cfp,Public Service Commission of Canada
2286,psc-cfp.gc.ca,Public Service Commission of Canada
3587,psdpt-tpfd,Public Servants Disclosure Protection Tribunal Canada
3497,psi,Sept-Îles Port Authority
2279,psic,Office of the Public Sector Integrity Commissioner of Canada
2279,psic-ispc,Office of the Public Sector Integrity Commissioner of Canada
2279,psic-ispc.gc.ca,Office of the Public Sector Integrity Commissioner of Canada
2235,psp,Public Safety Canada
2236,pspc,Public Services and Procurement Canada
3507,ptr,Trois-Rivières Port Authority
3676,public appointments commission secretariat,Public Appointments Commission Secretariat
2285,public health agency,Public Health Agency of Canada
2285,public health agency agence sante publique,Public Health Agency of Canada
2277,public prosecution service,Public Prosecution Service of Canada
2277,public prosecution service service poursuites penales,Public Prosecution Service of Canada
2235,public safety,Public Safety Canada
2235,public safety securite publique,Public Safety Canada
2279,public sector integrity commissioner,Office of the Public Sector Integrity Commissioner of Canada
2279,public sector integrity commissioner commissariat integrite secteur public,Office of the Public Sector Integrity Commissioner of Canada
3663,public sector pension investment board,Public Sector Pension Investment Board
3587,public servants disclosure protection tribunal,Public Servants Disclosure Protection Tribunal Canada
2286,public service commission,Public Service Commission of Canada
2286,public service commission commission fonction publique,Public Service Commission of Canada
3692,public service labour relations board,Public Service Labour Relations Board
3693,public service staffing tribunal,Public Service Staffing Tribunal
3549,public service superannuation,Public Service Superannuation
2236,public services procurement,Public Services and Procurement Canada
2236,public services procurement services publics approvisionnement,Public Services and Procurement Canada
2236,pwgsc-tpsgc,Public Services and Procurement Canada
2236,pwgsc-tpsgc.gc.ca,Public Services and Procurement Canada
2236,pwgsc.gc.ca,Public Services and Procurement Canada
2283,pxr,Patented Medicine Prices Review Board Canada
3490,qpa-apq,Québec Port Authority
3490,quebec port authority,Québec Port Authority
2230,rcaanc,Crown-Indigenous Relations and Northern Affairs Canada
2230,rcaanc-cirnac.gc.ca,Crown-Indigenous Relations and Northern Affairs Canada
2288,rcm,Royal Canadian Mounted Police
3637,rcmh-mrcf inc. royal canadian mint,Royal Canadian Mint
2288,rcmp,Royal Canadian Mounted Police
2289,rcmp external review committee,RCMP External Review Committee
2288,rcmp-grc,Royal Canadian Mounted Police
2288,rcmp-grc.gc.ca,Royal Canadian Mounted Police
2312,rec,Canada Energy Regulator
2312,rec-cer.gc.ca,Canada Energy Regulator
3540,recherche developpement pour defense,Defence Research and Development Canada
2224,refugees citizenship immigration,"Immigration, Refugees and Citizenship Canada"
3449,regie canada-nouvelle-ecosse energie extracotiere,Canada-Nova Scotia Offshore Energy Regulator
2312,regie energie,Canada Energy Regulator
2312,regie energie energy regulator,Canada Energy Regulator
3491,regina airport authority,Regina Airport Authority Inc.
2287,registraire cour supreme,Registrar of the Supreme Court of Canada
2287,registrar supreme court,Registrar of the Supreme Court of Canada
3694,registry competition tribunal,Registry of the Competition Tribunal
3695,registry public servants disclosure protection tribunal,Registry of the Public Servants Disclosure Protection Tribunal
3696,registry specific claims tribunal,Registry of the Specific Claims Tribunal
2230,relations couronne-autochtones affaires nord,Crown-Indigenous Relations and Northern Affairs Canada
2230,relations couronne-autochtones affaires nord crown-indigenous relations northern affairs,Crown-Indigenous Relations and Northern Affairs Canada
3536,reseau canadien information sur patrimoine,Canadian Heritage Information Network
3607,resolution questions pensionnats indiens,Indian Residential Schools Resolution Canada
2234,ressources naturelles,Natural Resources Canada
2234,ressources naturelles natural resources,Natural Resources Canada
3568,revision protection environnement,Environmental Protection Review Canada
2229,rhdcc-hrsdc.gc.ca,Employment and Social Development Canada
3660,ridley terminals,Ridley Terminals Inc.
2234,rncan,Natural Resources Canada
2234,rncan-nrcan.gc.ca,Natural Resources Canada
3492,roosevelt campobello international park commission,Roosevelt Campobello International Park Commission
3588,royal canadian air force,Royal Canadian Air Force
3637,royal canadian mint,Royal Canadian Mint
3637,royal canadian mint monnaie royale canadienne,Royal Canadian Mint
2288,royal canadian mounted police,Royal Canadian Mounted Police
2289,royal canadian mounted police external review committee,RCMP External Review Committee
2288,royal canadian mounted police gendarmerie royale,Royal Canadian Mounted Police
3589,royal canadian navy,Royal Canadian Navy
3590,royal military college,Royal Military College of Canada
2290,rpp,Civilian Review and Complaints Commission for the RCMP
2234,rsn,Natural Resources Canada
2396,rtc,Canadian Radio-television and Telecommunications Commission
2243,sac,Indigenous Services Canada
2243,sac-isc.gc.ca,Indigenous Services Canada
3493,saguenay port authority,Saguenay Port Authority
3494,saint john airport,Saint John Airport Inc.
3495,saint john port authority,Saint John Port Authority
2228,sante,Health Canada
2228,sante health,Health Canada
3496,saskatoon airport authority,Saskatoon Airport Authority
2256,satj,Courts Administration Service
2256,satj-cas.gc.ca,Courts Administration Service
2318,savoir polaire,Polar Knowledge Canada
2318,savoir polaire polar knowledge,Polar Knowledge Canada
2228,sc-hc.gc.ca,Health Canada
3648,scc-ccn.ca,Standards Council of Canada
2255,scc-csc.gc.ca,Correctional Service Canada
2297,scdata,Administrative Tribunals Support Service of Canada
3631,schl-cmhc.gc.ca,Canada Mortgage and Housing Corporation
2304,school public service,Canada School of Public Service
2248,scic,Canadian Intergovernmental Conference Secretariat
2248,scics.ca,Canadian Intergovernmental Conference Secretariat
2231,science economic development innovation,"Innovation, Science and Economic Development Canada"
2314,science engineering research recherches en sciences en genie,Natural Sciences and Engineering Research Council of Canada
2295,scpsnr,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2307,scrr-srcr.gc.ca,Canadian Institutes of Health Research
2250,scrs,Canadian Security Intelligence Service
2242,sct,Treasury Board of Canada Secretariat
2242,sct-tbs.gc.ca,Treasury Board of Canada Secretariat
2278,secretaire gouverneur general,Office of the Secretary to the Governor General
2278,secretaire gouverneur general secretary to governor general,Office of the Secretary to the Governor General
2295,secretariat comite parlementaires sur securite nationale renseignement,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2295,secretariat comite parlementaires sur securite nationale renseignement secretariat national security intelligence committee parliamentarians,Secretariat of the National Security and Intelligence Committee of Parliamentarians
3676,secretariat commission nominations publiques,Public Appointments Commission Secretariat
2248,secretariat conferences intergouvernementales canadiennes,Canadian Intergovernmental Conference Secretariat
2248,secretariat conferences intergouvernementales canadiennes canadian intergovernmental conference secretariat,Canadian Intergovernmental Conference Secretariat
2242,secretariat conseil tresor,Treasury Board of Canada Secretariat
2242,secretariat conseil tresor treasury board secretariat,Treasury Board of Canada Secretariat
2295,secretariat national security intelligence committee parliamentarians,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2295,secretariat national security intelligence committee parliamentarians secretariat comite parlementaires sur securite nationale renseignement,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2291,secretariat office surveillance activites en matiere securite nationale renseignement,National Security and Intelligence Review Agency Secretariat
2278,secretary to governor general,Office of the Secretary to the Governor General
2278,secretary to governor general secretaire gouverneur general,Office of the Secretary to the Governor General
2235,securite publique,Public Safety Canada
2235,securite publique public safety,Public Safety Canada
2309,securite transports,Transportation Safety Board of Canada
2309,securite transports transportation safety board,Transportation Safety Board of Canada
3432,sen.parl.gc.ca,Senate
3432,senat,Senate
3432,senate,Senate
3432,senate employees senat,Senate
3431,senate ethics officer,Senate Ethics Officer
3497,sept-iles port authority,Sept-Îles Port Authority
3591,service,Service Canada
2256,service administratif tribunaux judiciaires,Courts Administration Service
2256,service administratif tribunaux judiciaires courts administration service,Courts Administration Service
2297,service canadien appui tribunaux administratifs,Administrative Tribunals Support Service of Canada
2297,service canadien appui tribunaux administratifs administrative tribunals support service,Administrative Tribunals Support Service of Canada
2250,service canadien renseignement securite,Canadian Security Intelligence Service
2250,service canadien renseignement securite canadian security intelligence service,Canadian Security Intelligence Service
2255,service correctionnel,Correctional Service Canada
2255,service correctionnel correctional service,Correctional Service Canada
3560,service delegues commerciaux,Canadian Trade Commissioner Service
2277,service poursuites penales,Public Prosecution Service of Canada
2277,service poursuites penales public prosecution service,Public Prosecution Service of Canada
3434,service protection parlementaire,Parliamentary Protective Service
3591,service service,Service Canada
3591,servicecanada.gc.ca,Service Canada
2243,services autochtones,Indigenous Services Canada
2243,services autochtones indigenous services,Indigenous Services Canada
2292,services partages,Shared Services Canada
2292,services partages shared services,Shared Services Canada
2236,services publics approvisionnement,Public Services and Procurement Canada
2236,services publics approvisionnement public services procurement,Public Services and Procurement Canada
2292,shared services,Shared Services Canada
2292,shared services services partages,Shared Services Canada
3613,ship-source oil pollution fund,Ship-source Oil Pollution Fund
2280,sif,Office of the Superintendent of Financial Institutions Canada
2250,smtp.gc.ca,Canadian Security Intelligence Service
2295,snsicp,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2295,snsicp-scpssnr,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2316,social sciences humanities research council,Social Sciences and Humanities Research Council of Canada
2316,social sciences humanities research council conseil recherches en sciences humaines,Social Sciences and Humanities Research Council of Canada
3632,social security tribunal,Social Security Tribunal
3632,social security tribunal tribunal securite sociale,Social Security Tribunal
3700,societe accueil jeux 2011 halifax,The Halifax 2011 Canada Games Host Society
3634,societe assurance-depots,Canada Deposit Insurance Corporation
3667,societe attenuation repercussions projet gazier mackenzie,Corporation for the Mitigation of Mackenzie Gas Project Impacts
3472,societe caisse retraite commission internationale pecheries,International Fisheries Commissions Pension Society
3454,societe canadienne enregistrement animaux,Canadian Livestock Records Corporation
3631,societe canadienne hypotheques logement,Canada Mortgage and Housing Corporation
3631,societe canadienne hypotheques logement mortgage housing corporation,Canada Mortgage and Housing Corporation
3651,societe canadienne postes,Canada Post Corporation
3625,societe centre national arts,National Arts Centre Corporation
3474,societe complexe forestier maritimes,Maritime Forestry Complex Corporation
3668,societe expansion cap breton,Enterprise Cape Breton Corporation
3406,societe financiere internationale,International Finance Corporation
3701,societe hotesse jeux hiver prince george 2015,Prince George 2015 Canada Winter Games Host Society
3650,societe immobiliere limitee,Canada Lands Company Limited
3702,societe legs jeux 2010,2010 Games Operating Trust Society
3619,societe radio-canada,Canadian Broadcasting Corporation
3689,societe vieux-port montreal,Old Port of Montreal Corporation Inc.
3613,sopf-cidp,Ship-source Oil Pollution Fund
2235,sp,Public Safety Canada
2235,sp-ps.gc.ca,Public Safety Canada
3493,spa-aps,Saguenay Port Authority
2236,spac,Public Services and Procurement Canada
2292,spc,Shared Services Canada
2292,spc-ssc.gc.ca,Shared Services Canada
3498,sport dispute resolution centre,Sport Dispute Resolution Centre of Canada
2223,sportcommission-commissionsport.gc.ca,Canadian Heritage
2277,sppc,Public Prosecution Service of Canada
2277,sppc-ppsc.gc.ca,Public Prosecution Service of Canada
2307,srcr-scrr.gc.ca,Canadian Institutes of Health Research
2275,srt,Office of the Intelligence Commissioner
2292,ssc,Shared Services Canada
2292,ssc-spc,Shared Services Canada
2292,ssc-spc-gc.ca,Shared Services Canada
2292,ssc-spc.gc.ca,Shared Services Canada
2316,ssh,Social Sciences and Humanities Research Council of Canada
2316,sshrc,Social Sciences and Humanities Research Council of Canada
2316,sshrc-crsh,Social Sciences and Humanities Research Council of Canada
2316,sshrc-crsh.gc.ca,Social Sciences and Humanities Research Council of Canada
2316,sshrc-crsng.gc.ca,Social Sciences and Humanities Research Council of Canada
2316,sshrc.crsh.gc.ca,Social Sciences and Humanities Research Council of Canada
3632,sst,Social Security Tribunal
3632,sst-tss.gc.ca,Social Security Tribunal
3499,st. john s international airport authority,St. John’s International Airport Authority
3500,st. john s port authority,St. John’s Port Authority
3501,st. lawrence seaway management corporation,St. Lawrence Seaway Management Corporation
3425,staff non-public funds canadian forces,"Staff of the Non-Public Funds, Canadian Forces"
3648,standards council,Standards Council of Canada
3648,standards council conseil canadien normes,Standards Council of Canada
2293,statcan,Statistics Canada
2293,statcan.gc.ca,Statistics Canada
2293,statistics,Statistics Canada
2293,statistics statistique,Statistics Canada
3426,statistics survey operations,Statistics Survey Operations
2293,statistique,Statistics Canada
2293,statistique statistics,Statistics Canada
2241,status women condition feminine,Women and Gender Equality Canada
3614,statute revision commission,Statute Revision Commission Canada
2293,stc,Statistics Canada
