gc_orgID,name,harmonized_name
3673,commission arbitrage inuvialuit,Inuvialuit Arbitration Board
2302,commission assurance-emploi,Canada Employment Insurance Commission
2302,commission assurance-emploi employment insurance commission,Canada Employment Insurance Commission
3522,commission canadienne ble,"Canadian Wheat Board, The"
2247,commission canadienne droits personne,Canadian Human Rights Commission
2247,commission canadienne droits personne canadian human rights commission,Canadian Human Rights Commission
3682,commission canadienne examen exportations biens culturels,Canadian Cultural Property Export Review Board
2246,commission canadienne grains,Canadian Grain Commission
2246,commission canadienne grains canadian grain commission,Canadian Grain Commission
3615,commission canadienne lait,Canadian Dairy Commission
3615,commission canadienne lait canadian dairy commission,Canadian Dairy Commission
2308,commission canadienne surete nucleaire,Canadian Nuclear Safety Commission
2308,commission canadienne surete nucleaire canadian nuclear safety commission,Canadian Nuclear Safety Commission
3647,commission canadienne tourisme,Canadian Tourism Commission
3653,commission capitale nationale,National Capital Commission
2311,commission champs bataille nationaux,The National Battlefields Commission
2311,commission champs bataille nationaux national battlefields commission,The National Battlefields Commission
2311,commission champs bataille nationnaux,The National Battlefields Commission
2290,commission civile examen traitement plaintes relatives gendarmerie royale,Civilian Review and Complaints Commission for the RCMP
2290,commission civile examen traitement plaintes relatives gendarmerie royale civilian review complaints commission for rcmp,Civilian Review and Complaints Commission for the RCMP
2290,commission civile examen traitement plaintes relatives grc,Civilian Review and Complaints Commission for the RCMP
3473,commission controle lac bois,Lake of the Woods Control Board
2296,commission debats chefs,Leaders’ Debates Commission
2310,commission droit,Law Commission of Canada
2254,commission droit auteur,Copyright Board Canada
2254,commission droit auteur copyright board,Copyright Board Canada
3706,commission examen erreurs systeme judiciaire,Miscarriage of Justice Review Commission
2264,commission examen plaintes concernant police militaire,Military Police Complaints Commission of Canada
2264,commission examen plaintes concernant police militaire military police complaints commission,Military Police Complaints Commission of Canada
3575,commission examen remuneration juges,Judicial Compensation and Benefits Commission
3525,commission fiscalite premieres nations,First Nations Tax Commission
2286,commission fonction publique,Public Service Commission of Canada
2286,commission fonction publique public service commission,Public Service Commission of Canada
3605,commission geologique,Geological Survey of Canada
2261,commission immigration statut refugie,Immigration and Refugee Board of Canada
2261,commission immigration statut refugie immigration refugee board,Immigration and Refugee Board of Canada
3674,commission indemnisation marins marchands,Merchant Seamen Compensation Board
3573,commission independante examen acquisitions defense,Independent Review Panel for Defence Acquisition
3408,commission internationale lac memphremagog,International Lake Memphremagog Levels Board
2267,commission liberations conditionnelles,Parole Board of Canada
2267,commission liberations conditionnelles parole board,Parole Board of Canada
3572,commission lieux monuments historiques,Historic Sites and Monuments Board of Canada
3407,commission mixte internationale section canadienne,International Joint Commission (Canadian Section)
3492,commission parc international roosevelt campobello,Roosevelt Campobello International Park Commission
3692,commission relations travail dans fonction publique,Public Service Labour Relations Board
3705,commission relations travail emploi dans secteur public federal,Federal Public Sector Labour Relations and Employment Board
3679,commission revision agricole,Canada Agricultural Review Tribunal
3614,commission revision lois,Statute Revision Commission Canada
3475,commission sante mentale csmc,Mental Health Commission of Canada (MHCC)
3672,commission verite reconciliation relative pensionnats indiens,Indian Residential Schools Truth and Reconciliation Commission
3420,commissioner election,Commissioner of Canada Election
2272,commissioner for federal judicial affairs,Office of the Commissioner for Federal Judicial Affairs Canada
2272,commissioner for federal judicial affairs commissariat magistrature federale,Office of the Commissioner for Federal Judicial Affairs Canada
2273,commissioner lobbying,Office of the Commissioner of Lobbying of Canada
2273,commissioner lobbying commissariat lobbying,Office of the Commissioner of Lobbying of Canada
2274,commissioner official languages,Office of the Commissioner of Official Languages
2274,commissioner official languages commissariat langues officielles,Office of the Commissioner of Official Languages
3687,commissioner review tribunals,Office of the Commissioner of Review Tribunals
2223,commissionsport-sportcommission.gc.ca,Canadian Heritage
3417,communication,Communication Canada
2253,communication security establishment,Communications Security Establishment Canada
3562,communications research centre,Communications Research Centre Canada
2253,communications security establishment,Communications Security Establishment Canada
2253,communications security establishment centre securite telecommunications,Communications Security Establishment Canada
2275,communications security establishment commissioner,Office of the Intelligence Commissioner
2275,communications security establishment commissioner commissaire centre securite telecommunications,Office of the Intelligence Commissioner
3563,competition bure,Competition Bureau Canada
3564,competition tribunal,Competition Tribunal
3563,concurrence,Competition Bureau Canada
3430,conflict interest ethics commissioner,Office of the Conflict of Interest and Ethics Commissioner
3618,conseil arts,Canada Council for the Arts
3558,conseil canadien magistrature,Canadian Judicial Council
3648,conseil canadien normes,Standards Council of Canada
3648,conseil canadien normes standards council,Standards Council of Canada
3680,conseil canadien relations industrielles,Canada Industrial Relations Board
3526,conseil canadien sante,Health Council of Canada
3578,conseil consultatif gestion pour grc,Management Advisory Board for the RCMP
3608,conseil consultatif national sur troisieme age,National Advisory Council on Aging
3671,conseil controle renseignements relatifs matieres dangereuses,Hazardous Materials Information Review Commission
2283,conseil examen prix medicaments brevetes,Patented Medicine Prices Review Board Canada
2283,conseil examen prix medicaments brevetes patented medicine prices review board,Patented Medicine Prices Review Board Canada
3524,conseil gestion financiere premieres nations,First Nations Financial Management Board
3409,conseil international controle lac bois,International Lake of the Woods Control Board
3445,conseil jeux,Canada Games Council
3580,conseil national aines,National Seniors Council
3609,conseil national bien-etre,National Advisory Council on Poverty
2313,conseil national recherches,National Research Council Canada
2313,conseil national recherches national research council,National Research Council Canada
2284,conseil prive,Privy Council Office
2284,conseil prive privy council office,Privy Council Office
2265,conseil produits agricoles,Farm Products Council of Canada
2396,conseil radiodiffusion telecommunications canadiennes,Canadian Radio-television and Telecommunications Commission
2396,conseil radiodiffusion telecommunications canadiennes canadian radio-television telecommunications commission,Canadian Radio-television and Telecommunications Commission
2314,conseil recherches en sciences en genie,Natural Sciences and Engineering Research Council of Canada
2316,conseil recherches en sciences humaines,Social Sciences and Humanities Research Council of Canada
2316,conseil recherches en sciences humaines social sciences humanities research council,Social Sciences and Humanities Research Council of Canada
2314,conseil recherches en sciences naturelles en genie,Natural Sciences and Engineering Research Council of Canada
2314,conseil recherches en sciences naturelles en genie natural sciences engineering research council,Natural Sciences and Engineering Research Council of Canada
3704,conseil tresor,Treasury Board
3611,conseiller scientifique en chef,Office of the Chief Science Advisor of Canada
3431,conseiller senatorial en ethique,Senate Ethics Officer
3686,conseils arbitraux assurance-emploi,Employment Insurance Boards of Referees
3483,consortium ouranos,Ouranos Consortium
3652,construction defense 1951 limitee,Defence Construction (1951) Limited
3545,consulting audit revolving fund,Consulting and Audit Canada Revolving Fund
2254,cop,Copyright Board Canada
2254,copyright board,Copyright Board Canada
2254,copyright board commission droit auteur,Copyright Board Canada
3539,corcan,CORCAN
3639,corporation commerciale canadienne,Canadian Commercial Corporation
3667,corporation for mitigation mackenzie gas project impacts,Corporation for the Mitigation of Mackenzie Gas Project Impacts
3501,corporation gestion voie maritime saint-laurent,St. Lawrence Seaway Management Corporation
3471,corporation secretariat commerce interieur,Internal Trade Secretariat Corporation
2276,correctional investigator,The Correctional Investigator Canada
2255,correctional service,Correctional Service Canada
2255,correctional service service correctionnel,Correctional Service Canada
2255,correctional services service correctionnel,Correctional Service Canada
3565,cour appel cour martiale,Court Martial Appeal Court of Canada
3569,cour appel federale,Federal Court of Appeal
3593,cour canadienne impot,Tax Court of Canada
3570,cour federale,Federal Court of Canada
3565,court martial appeal court,Court Martial Appeal Court of Canada
2256,courts administration service,Courts Administration Service
2256,courts administration service service administratif tribunaux judiciaires,Courts Administration Service
2265,cpac,Farm Products Council of Canada
2290,cpc-cpp,Civilian Review and Complaints Commission for the RCMP
2264,cpm,Military Police Complaints Commission of Canada
2264,cppm,Military Police Complaints Commission of Canada
2264,cppm-mpcc.gc.ca,Military Police Complaints Commission of Canada
2295,cpsnr-nsicop.gc.ca,Secretariat of the National Security and Intelligence Committee of Parliamentarians
2282,cpvp,Office of the Privacy Commissioner of Canada
2303,cra,Canada Revenue Agency
2303,cra-arc,Canada Revenue Agency
2303,cra-arc.gc.ca,Canada Revenue Agency
2290,crcc,Civilian Review and Complaints Commission for the RCMP
2290,crcc-ccetp.gc.ca,Civilian Review and Complaints Commission for the RCMP
2307,cri,Canadian Institutes of Health Research
2230,crown-indigenous relations northern affairs,Crown-Indigenous Relations and Northern Affairs Canada
2230,crown-indigenous relations northern affairs relations couronne-autochtones affaires nord,Crown-Indigenous Relations and Northern Affairs Canada
2316,crsh,Social Sciences and Humanities Research Council of Canada
2316,crsh-sshrc.gc.ca,Social Sciences and Humanities Research Council of Canada
2314,crsng,Natural Sciences and Engineering Research Council of Canada
2314,crsng-nserc.gc.ca,Natural Sciences and Engineering Research Council of Canada
2316,crsng-sshrc.gc.ca,Social Sciences and Humanities Research Council of Canada
2396,crtc,Canadian Radio-television and Telecommunications Commission
2396,crtc.gc.ca,Canadian Radio-television and Telecommunications Commission
2251,csa,Canadian Space Agency
2251,csa-asc,Canadian Space Agency
2251,csa-asc.gc.ca,Canadian Space Agency
2255,csc,Correctional Service Canada
2255,csc pbc,Correctional Service Canada
2255,csc-scc,Correctional Service Canada
2255,csc-scc.gc.ca,Correctional Service Canada
2229,csd,Employment and Social Development Canada
2253,cse,Communications Security Establishment Canada
2253,cse-cst.gc.ca,Communications Security Establishment Canada
2253,csec,Communications Security Establishment Canada
2253,csec-cstc,Communications Security Establishment Canada
2250,csi,Canadian Security Intelligence Service
2250,csis,Canadian Security Intelligence Service
2250,csis-scrs,Canadian Security Intelligence Service
2308,csn,Canadian Nuclear Safety Commission
2304,csps,Canada School of Public Service
2304,csps-efpc,Canada School of Public Service
2304,csps-efpc.gc.ca,Canada School of Public Service
2253,cst,Communications Security Establishment Canada
2253,cst-cse.gc.ca,Communications Security Establishment Canada
2241,csw,Women and Gender Equality Canada
3704,ct,Treasury Board
3564,ct-tc,Competition Tribunal
2252,cta,Canadian Transportation Agency
2252,cta-otc,Canadian Transportation Agency
2252,cta-otc.gc.ca,Canadian Transportation Agency
3703,cwa,Canada Water Agency
2257,dec,Canada Economic Development for Quebec Regions
2257,dec-ced.gc.ca,Canada Economic Development for Quebec Regions
3652,defence construction 1951 limited,Defence Construction (1951) Limited
3540,defence research development,Defence Research and Development Canada
2233,defense nationale,National Defence
2233,defense nationale forces armees canadiennes,National Defence
2233,defense nationale forces armees canadiennes national defence,National Defence
3566,democratic institutions,Democratic Institutions
2223,department canadian heritage patrimoine canadien,Canadian Heritage
2225,department finance,Department of Finance Canada
2225,department finance ministere finances,Department of Finance Canada
2225,department finance ministeres finances,Department of Finance Canada
2232,department justice,Department of Justice Canada
2232,department justice ministere justice,Department of Justice Canada
2233,department national defence defense nationale forces canadiennes,National Defence
3647,destination,Canadian Tourism Commission
2298,developpement economique pour pacifique,Pacific Economic Development Canada
2298,developpement economique pour pacifique pacific economic development,Pacific Economic Development Canada
2240,developpement economique pour prairies,Prairies Economic Development Canada
2240,developpement economique pour prairies prairies economic development,Prairies Economic Development Canada
2257,developpement economique pour regions quebec,Canada Economic Development for Quebec Regions
2257,developpement economique pour regions quebec economic development for quebec regions,Canada Economic Development for Quebec Regions
2227,dfatd-maecd,Global Affairs Canada
2226,dfo,Fisheries and Oceans Canada
2226,dfo-mpo,Fisheries and Oceans Canada
2226,dfo-mpo.gc.ca,Fisheries and Oceans Canada
3422,directeur etablissement soldats,Director of Soldier Settlement
3433,directeur parlementaire budget,Office of the Parliamentary Budget Officer
3423,directeur terres destinees anciens combattants,"The Director, The Veterans’ Land Act"
3543,direction generale biens,Physical Resources Bureau
2277,director public prosecutions directeur poursuites penales,Public Prosecution Service of Canada
3422,director soldier settlement,Director of Soldier Settlement
2243,dis,Indigenous Services Canada
2233,dnd,National Defence
2233,dnd-mdn,National Defence
2237,doe,Environment and Climate Change Canada
3540,drdc-rddc,Defence Research and Development Canada
2231,dus,"Innovation, Science and Economic Development Canada"
2239,dva,Veterans Affairs Canada
2245,eaa,Impact Assessment Agency of Canada
2237,ec,Environment and Climate Change Canada
2237,ec.gc.ca,Environment and Climate Change Canada
2237,eccc,Environment and Climate Change Canada
2233,ecn.forces.gc.ca,National Defence
2304,ecole fonction publique,Canada School of Public Service
2304,ecole fonction publique school public service,Canada School of Public Service
2257,economic development agency for regions quebec,Canada Economic Development for Quebec Regions
2257,economic development agency for regions quebec agence developpement economique pour regions quebec,Canada Economic Development for Quebec Regions
3640,edc,Export Development Canada
3640,edc.ca,Export Development Canada
3461,edmonton regional airports authority,Edmonton Regional Airports Authority
2229,edsc,Employment and Social Development Canada
2304,efpc,Canada School of Public Service
2304,efpc-csps.gc.ca,Canada School of Public Service
2271,elections,Elections Canada
2271,elections elections,Elections Canada
2271,elections.ca,Elections Canada
2229,emploi developpement social,Employment and Social Development Canada
2229,emploi developpement social employment social development,Employment and Social Development Canada
3686,employment insurance boards referees,Employment Insurance Boards of Referees
2229,employment social development,Employment and Social Development Canada
2229,employment social development canadian digital service,Employment and Social Development Canada
2229,employment social development emploi developpement social,Employment and Social Development Canada
3649,energie atomique limitee,Atomic Energy of Canada Limited
3649,energie atomique limitee atomic energy ltd,Atomic Energy of Canada Limited
3424,energy supplies allocation board,Energy Supplies Allocation Board
2312,enr,Canada Energy Regulator
3668,enterprise cape breton corporation,Enterprise Cape Breton Corporation
3599,entreprise autochtone,Aboriginal Business Canada
2237,environment climate change,Environment and Climate Change Canada
2237,environment climate change environnement changement climatique,Environment and Climate Change Canada
3568,environmental protection review,Environmental Protection Review Canada
3603,environmental protection tribunal,Environmental Protection Tribunal of Canada
2237,environnement changement climatique,Environment and Climate Change Canada
2237,environnement changement climatique environment climate change,Environment and Climate Change Canada
2289,erc,RCMP External Review Committee
2289,erc-cee,RCMP External Review Committee
3424,esab-orad,Energy Supplies Allocation Board
2229,esdc,Employment and Social Development Canada
2229,esdc-edsc,Employment and Social Development Canada
2258,eso,Federal Economic Development Agency for Southern Ontario
3402,european bank for reconstruction development,European Bank for Reconstruction and Development
3517,excellence en sante esc,Healthcare Excellence Canada (HEC)
3640,export development,Export Development Canada
3640,export development exportation developpement,Export Development Canada
3640,exportation developpement,Export Development Canada
3640,exportation developpement export development,Export Development Canada
2227,ext,Global Affairs Canada
3616,farm credit,Farm Credit Canada
3616,farm credit financement agricole,Farm Credit Canada
2265,farm products council,Farm Products Council of Canada
2238,fbcl,Transport Canada
2259,fcac,Financial Consumer Agency of Canada
2259,fcac-acfc,Financial Consumer Agency of Canada
2259,fcac-acfc.gc.ca,Financial Consumer Agency of Canada
2259,fcas,Financial Consumer Agency of Canada
3616,fcc-fac.ca,Farm Credit Canada
2263,fcg,Military Grievances External Review Committee
2258,feddev ontario,Federal Economic Development Agency for Southern Ontario
2258,feddevontario,Federal Economic Development Agency for Southern Ontario
2258,feddevontario.gc.ca,Federal Economic Development Agency for Southern Ontario
3661,federal bridge corporation limited,The Federal Bridge Corporation Limited
3570,federal court,Federal Court of Canada
3569,federal court appeal,Federal Court of Appeal
2299,federal economic development agency for northern ontario,Federal Economic Development Agency for Northern Ontario
2299,federal economic development agency for northern ontario agence federale developpement economique pour nord ontario,Federal Economic Development Agency for Northern Ontario
2258,federal economic development agency for southern ontario,Federal Economic Development Agency for Southern Ontario
2258,federal economic development agency for southern ontario agence federale developpement economique pour sud ontario,Federal Economic Development Agency for Southern Ontario
3427,federal judges not part any department,Federal Judges not part of any department
3571,federal ombudsperson for victims crime,Office of the Federal Ombudsperson for Victims Of Crime
3705,federal public sector labour relations employment board,Federal Public Sector Labour Relations and Employment Board
2299,fednor,Federal Economic Development Agency for Northern Ontario
2299,fednor.gc.ca,Federal Economic Development Agency for Northern Ontario
2241,fegc,Women and Gender Equality Canada
2241,fegc-wage.gc.ca,Women and Gender Equality Canada
2241,fegc.wage.gc.ca,Women and Gender Equality Canada
2241,femmes egalite genres,Women and Gender Equality Canada
2241,femmes egalite genres women gender equality,Women and Gender Equality Canada
2225,fin,Department of Finance Canada
2225,fin.gc.ca,Department of Finance Canada
2225,finance department,Department of Finance Canada
3616,financement agricole,Farm Credit Canada
3616,financement agricole farm credit,Farm Credit Canada
2225,finances ministere,Department of Finance Canada
2259,financial consumer agency,Financial Consumer Agency of Canada
2259,financial consumer agency agence consommation en matiere financiere,Financial Consumer Agency of Canada
2260,financial transactions reports analysis centre,Financial Transactions and Reports Analysis Centre of Canada
2260,financial transactions reports analysis centre centre analyse operations declarations financieres,Financial Transactions and Reports Analysis Centre of Canada
2260,fintrac,Financial Transactions and Reports Analysis Centre of Canada
2260,fintrac-canafe,Financial Transactions and Reports Analysis Centre of Canada
2260,fintrac-canafe.canada.ca,Financial Transactions and Reports Analysis Centre of Canada
2260,fintrac-canafe.gc.ca,Financial Transactions and Reports Analysis Centre of Canada
3524,first nations financial management board,First Nations Financial Management Board
3669,first nations statistical institute,First Nations Statistical Institute
3525,first nations tax commission,First Nations Tax Commission
2226,fisheries oceans,Fisheries and Oceans Canada
2226,fisheries oceans ministeres peches oceans,Fisheries and Oceans Canada
2226,fisheries oceans peches oceans,Fisheries and Oceans Canada
2272,fja,Office of the Commissioner for Federal Judicial Affairs Canada
2272,fja-cmf,Office of the Commissioner for Federal Judicial Affairs Canada
2259,fna,Financial Consumer Agency of Canada
3524,fnfmb-cgfpn,First Nations Financial Management Board
3525,fntc-cfpn,First Nations Tax Commission
3437,fondation asie-pacifique,Asia-Pacific Foundation of Canada
3518,fondation autochtone guerison,Aboriginal Healing Foundation
3516,fondation canadienne pour amelioration services sante fcass,Canadian Foundation for Healthcare Improvement (CFHI)
3443,fondation canadienne pour innovation,Canada Foundation for Innovation
3520,fondation canadienne pour sciences climat atmosphere,Canadian Foundation for Climate and Atmospheric Sciences
3624,fondation canadienne relations raciales,Canadian Race Relations Foundation
3484,fondation pierre elliott trudeau,"Pierre Elliott Trudeau Foundation, The"
3444,fondation pour appui technologique developpement durable,Canada Foundation for Sustainable Development Technology
3519,fonds legs jeux commonwealth,Canada Commonwealth Legacy Fund
3447,fonds medias,Canada Media Fund
3410,fonds monetaire international,International Monetary Fund
3545,fonds renouvelable conseils verification,Consulting and Audit Canada Revolving Fund
3531,fonds souvenir,Last Post Fund
2233,forces.gc.ca,National Defence
2265,fpcc,Farm Products Council of Canada
2265,fpcc-cpac,Farm Products Council of Canada
2257,frd,Canada Economic Development for Quebec Regions
3462,fredericton international airport authority,Fredericton International Airport Authority Inc.
3638,freshwater fish marketing corporation,Freshwater Fish Marketing Corporation
2227,gac,Global Affairs Canada
3463,gander international airport authority,Gander International Airport Authority Inc.
3533,garde cotiere canadienne,Canadian Coast Guard
2288,gendarmerie royale,Royal Canadian Mounted Police
2288,gendarmerie royale royal canadian mounted police,Royal Canadian Mounted Police
3604,geographical names board,Geographical Names Board of Canada
3605,geological survey,Geological Survey of Canada
3606,geomatics,Geomatics Canada
3606,geomatique,Geomatics Canada
2278,gg.ca,Office of the Secretary to the Governor General
2278,ggs,Office of the Secretary to the Governor General
2227,global affairs,Global Affairs Canada
2227,global affairs affaires mondiales,Global Affairs Canada
2278,governor general s secretary,Office of the Secretary to the Governor General
3670,grain appeal tribunal,Grain Appeal Tribunal
2246,grainscanada.gc.ca,Canadian Grain Commission
3548,grand livre general systeme paye,Payroll System General Ledger
2288,grc,Royal Canadian Mounted Police
2288,grc-rcmp.gc.ca,Royal Canadian Mounted Police
3656,great lakes pilotage authority,Great Lakes Pilotage Authority
3464,greater london international airport authority,Greater London International Airport Authority
3465,greater moncton international airport authority,Greater Moncton International Airport Authority Inc.
3466,greater toronto airports authority,Greater Toronto Airports Authority
3694,greffe tribunal concurrence,Registry of the Competition Tribunal
3695,greffe tribunal protection fonctionnaires divulgateurs actes reprehensibles,Registry of the Public Servants Disclosure Protection Tribunal
3696,greffe tribunal revendications particulieres,Registry of the Specific Claims Tribunal
2292,gss,Shared Services Canada
3513,habitat faunique,Wildlife Habitat Canada
3467,halifax international airport authority,Halifax International Airport Authority
3468,halifax port authority,Halifax Port Authority
3468,halpa-aphal,Halifax Port Authority
3469,hamilton port authority,Hamilton Port Authority
3469,hamilton-oshawa port authority,Hamilton Port Authority
3469,hampa-apham,Hamilton Port Authority
3671,hazardous materials information review commission,Hazardous Materials Information Review Commission
2228,hc,Health Canada
2228,hc-sc,Health Canada
2228,hc-sc.gc.ca,Health Canada
2228,health,Health Canada
3526,health council,Health Council of Canada
2228,health sante,Health Canada
2228,health sante public health agency agence sante publique,Health Canada
3517,healthcare excellence hec,Healthcare Excellence Canada (HEC)
2269,hicc,"Housing, Infrastructure and Communities Canada"
3572,historic sites monuments board,Historic Sites and Monuments Board of Canada
3621,historymuseum.ca,Canadian Museum of History
3428,hoc,House of Commons
3428,hoc-cdc,House of Commons
3612,horizons politiques,Policy Horizons Canada
2229,horizons.gc.ca,Employment and Social Development Canada
3428,house commons,House of Commons
3428,house commons employees chambre communes,House of Commons
3428,house commons members,House of Commons
3428,house commons members chambre communes deputes,House of Commons
2269,housing infrastructure communities,"Housing, Infrastructure and Communities Canada"
2269,housing infrastructure communities logement infrastructures collectivites,"Housing, Infrastructure and Communities Canada"
2247,hrc,Canadian Human Rights Commission
2229,hrsdc-rhdcc.gc.ca,Employment and Social Development Canada
3572,hsmbc-clmhc,Historic Sites and Monuments Board of Canada
3620,humanrights.ca,Canadian Museum for Human Rights
2245,iaac,Impact Assessment Agency of Canada
2245,iaac-aeic,Impact Assessment Agency of Canada
2245,iaac-aeic.gc.ca,Impact Assessment Agency of Canada
2230,ian,Crown-Indigenous Relations and Northern Affairs Canada
2231,ic,"Innovation, Science and Economic Development Canada"
2306,ica,Canadian Food Inspection Agency
3574,iga-aig,Intergovernmental Affairs
2317,iic-iac,Invest in Canada Hub
2224,imc,"Immigration, Refugees and Citizenship Canada"
2261,immigration refugee board,Immigration and Refugee Board of Canada
2261,immigration refugee board commission immigration statut refugie,Immigration and Refugee Board of Canada
2224,immigration refugees citizenship,"Immigration, Refugees and Citizenship Canada"
2224,immigration refugees citizenship immigration refugies citoyennete,"Immigration, Refugees and Citizenship Canada"
2224,immigration refugies citoyennete,"Immigration, Refugees and Citizenship Canada"
2224,immigration refugies citoyennete immigration refugees citizenship,"Immigration, Refugees and Citizenship Canada"
2245,impact assessment agency,Impact Assessment Agency of Canada
2245,impact assessment agency agence evaluation impact,Impact Assessment Agency of Canada
3573,independent review panel for defence acquisition,Independent Review Panel for Defence Acquisition
3541,indian oil gas,Indian Oil and Gas Canada
3607,indian residential schools resolution,Indian Residential Schools Resolution Canada
3672,indian residential schools truth reconciliation commission,Indian Residential Schools Truth and Reconciliation Commission
2243,indigenous services,Indigenous Services Canada
2243,indigenous services services autochtones,Indigenous Services Canada
3546,industrial technologies office,Industrial Technologies Office
2269,infc,"Housing, Infrastructure and Communities Canada"
2269,infc.gc.ca,"Housing, Infrastructure and Communities Canada"
2281,information commissioner,Office of the Information Commissioner of Canada
3446,inforoute sante,Canada Health Infoway Inc.
2269,infrastructure,"Housing, Infrastructure and Communities Canada"
2269,infrastructure infrastructure,"Housing, Infrastructure and Communities Canada"
3627,ingenium  s museums science innovation,National Museum of Science and Technology
3443,innovation,Canada Foundation for Innovation
2231,innovation science economic development,"Innovation, Science and Economic Development Canada"
2231,innovation science economic development - innovation sciences developpement economique,"Innovation, Science and Economic Development Canada"
2231,innovation science economic development innovation sciences developpement economique,"Innovation, Science and Economic Development Canada"
2231,innovation sciences developpement economique,"Innovation, Science and Economic Development Canada"
2231,innovation sciences developpement economique innovation science economic development,"Innovation, Science and Economic Development Canada"
2306,inspection.gc.ca,Canadian Food Inspection Agency
3534,institut canadien conservation,Canadian Conservation Institute
3453,institut canadien information sur sante icis,Canadian Institute for Health Information (CIHI)
3456,institut canadien pour securite patients icsp,Canadian Patient Safety Institute (CPSI)
3457,institut canadien sport ontario,Canadian Sport Institute Ontario
3521,institut international pour grain,Canadian International Grains Institute
3470,institut national sport quebec,Institut national du sport du Québec
3669,institut statistique premieres nations,First Nations Statistical Institute
3566,institutions democratiques,Democratic Institutions
2307,instituts recherche en sante,Canadian Institutes of Health Research
2307,instituts recherche en sante canadian institutes health research,Canadian Institutes of Health Research
2279,int,Office of the Public Sector Integrity Commissioner of Canada
2275,intelligence commissioner,Office of the Intelligence Commissioner
2275,intelligence commissioner commissaire renseignement,Office of the Intelligence Commissioner
3403,inter-american development bank,Inter-American Development Bank
3574,intergovernmental affairs,Intergovernmental Affairs
3471,internal trade secretariat corporation,Internal Trade Secretariat Corporation
3404,international bank for reconstruction development,International Bank for Reconstruction and Development
3527,international centre for human rights democratic development,International Centre for Human Rights and Democratic Development
3405,international development association,International Development Association
3641,international development research centre,International Development Research Centre
3406,international finance corporation,International Finance Corporation
3472,international fisheries commissions pension society,International Fisheries Commissions Pension Society
3407,international joint commission canadian section,International Joint Commission (Canadian Section)
3408,international lake memphremagog levels board,International Lake Memphremagog Levels Board
3409,international lake woods control board,International Lake of the Woods Control Board
3410,international monetary fund,International Monetary Fund
2227,international.gc.ca,Global Affairs Canada
3673,inuvialuit arbitration board,Inuvialuit Arbitration Board
2317,invest in,Invest in Canada Hub
2317,invest in hub,Invest in Canada Hub
2317,investir,Invest in Canada Hub
2261,irb,Immigration and Refugee Board of Canada
2261,irb-cisr,Immigration and Refugee Board of Canada
2261,irb-cisr.gc.ca,Immigration and Refugee Board of Canada
2224,ircc,"Immigration, Refugees and Citizenship Canada"
2307,irsc,Canadian Institutes of Health Research
2307,irsc-cihr.gc.ca,Canadian Institutes of Health Research
2243,isc,Indigenous Services Canada
2243,isc-sac,Indigenous Services Canada
2243,isc-sac.gc.ca,Indigenous Services Canada
2231,isde,"Innovation, Science and Economic Development Canada"
2231,isde-ised.gc.ca,"Innovation, Science and Economic Development Canada"
2231,ised,"Innovation, Science and Economic Development Canada"
2231,ised-isde.gc.ca,"Innovation, Science and Economic Development Canada"
2279,ispc,Office of the Public Sector Integrity Commissioner of Canada
2279,ispc-psic.gc.ca,Office of the Public Sector Integrity Commissioner of Canada
3643,jacques cartier champlain bridges incorporated,The Jacques-Cartier and Champlain Bridges Inc.
3412,joint public advisory committee jpac commission for environmental cooperation cec,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC)
3575,judicial compensation benefits commission,Judicial Compensation and Benefits Commission
3688,juge-arbitre,Office of the Umpire
3427,juges federaux ne faisant pas partie un ministere,Federal Judges not part of any department
2232,jus,Department of Justice Canada
2232,justice,Department of Justice Canada
2232,justice department,Department of Justice Canada
2232,justice ministere,Department of Justice Canada
2232,justice.gc.ca,Department of Justice Canada
3655,l administration canadienne surete transport aerien,Canadian Air Transport Security Authority
3655,l administration canadienne surete transport aerien canadian air transport security authority,Canadian Air Transport Security Authority
2276,l enqueteur correctionnel,The Correctional Investigator Canada
2276,l enqueteur correctionnel correctional investigator,The Correctional Investigator Canada
3532,l institut vanier famille,"Vanier Institute of the Family, The"
2266,l office national film,National Film Board
2266,l office national film national film board,National Film Board
3604,commission toponymie,Geographical Names Board of Canada
3635,corporation developpement investissements,Canada Development Investment Corporation
3661,societe ponts federaux limitee,The Federal Bridge Corporation Limited
2229,labour-travail.gc.ca,Employment and Social Development Canada
2262,lac,Library and Archives Canada
2262,lac-bac,Library and Archives Canada
2262,lac-bac.gc.ca,Library and Archives Canada
3473,lake woods control board,Lake of the Woods Control Board
3531,last post fund,Last Post Fund
3657,laurentian pilotage authority,Laurentian Pilotage Authority
2310,law commission,Law Commission of Canada
3585,bureau ombudsman approvisionnement procurement ombudsman,Office of the Procurement Ombudsman
3582,cabinet juge militaire en chef,Office of the Chief Military Judge
2270,verificateur general,Office of the Auditor General of Canada
2270,verificateur general auditor general,Office of the Auditor General of Canada
3577,leader gouvernement chambre communes,Leader of the Government in the House of Commons
3577,leader government in house commons,Leader of the Government in the House of Commons
2296,leaders debates commission,Leaders’ Debates Commission
3643,ponts jacques-cartier champlain,The Jacques-Cartier and Champlain Bridges Inc.
2262,library archives,Library and Archives Canada
